tour,snapshot_date,player_id,display_name,full_name,rank,rank_points,source_url,fetched_at_utc
atp,2025-07-21,S0AG,J. Sinner,Jannik Sinner,1,12030,https://www.atptour.com/en/rankings/singles?dateWeek=2025-07-21&rankRange=0-5000,2026-03-22T00:41:54Z
atp,2025-07-21,A0E2,C. Alcaraz,Carlos Alcaraz,2,8600,https://www.atptour.com/en/rankings/singles?dateWeek=2025-07-21&rankRange=0-5000,2026-03-22T00:41:54Z
atp,2025-07-21,Z355,A. Zverev,Alexander Zverev,3,6030,https://www.atptour.com/en/rankings/singles?dateWeek=2025-07-21&rankRange=0-5000,2026-03-22T00:41:54Z
atp,2025-07-21,FB98,T. Fritz,Taylor Fritz,4,5035,https://www.atptour.com/en/rankings/singles?dateWeek=2025-07-21&rankRange=0-5000,2026-03-22T00:41:54Z
atp,2025-07-21,D0CO,J. Draper,Jack Draper,5,4650,https://www.atptour.com/en/rankings/singles?dateWeek=2025-07-21&rankRange=0-5000,2026-03-22T00:41:54Z
atp,2025-07-21,D643,N. Djokovic,Novak Djokovic,6,4130,https://www.atptour.com/en/rankings/singles?dateWeek=2025-07-21&rankRange=0-5000,2026-03-22T00:41:54Z
atp,2025-07-21,M0EJ,L. Musetti,Lorenzo Musetti,7,3350,https://www.atptour.com/en/rankings/singles?dateWeek=2025-07-21&rankRange=0-5000,2026-03-22T00:41:54Z
atp,2025-07-21,S0S1,B. Shelton,Ben Shelton,8,3330,https://www.atptour.com/en/rankings/singles?dateWeek=2025-07-21&rankRange=0-5000,2026-03-22T00:41:54Z
atp,2025-07-21,R0DG,H. Rune,Holger Rune,9,3250,https://www.atptour.com/en/rankings/singles?dateWeek=2025-07-21&rankRange=0-5000,2026-03-22T00:41:54Z
atp,2025-07-21,RE44,A. Rublev,Andrey Rublev,10,3160,https://www.atptour.com/en/rankings/singles?dateWeek=2025-07-21&rankRange=0-5000,2026-03-22T00:41:54Z
atp,2025-07-21,TD51,F. Tiafoe,Frances Tiafoe,11,2940,https://www.atptour.com/en/rankings/singles?dateWeek=2025-07-21&rankRange=0-5000,2026-03-22T00:41:54Z
atp,2025-07-21,RH16,C. Ruud,Casper Ruud,12,2905,https://www.atptour.com/en/rankings/singles?dateWeek=2025-07-21&rankRange=0-5000,2026-03-22T00:41:54Z
atp,2025-07-21,DH58,A. de Minaur,Alex De Minaur,13,2885,https://www.atptour.com/en/rankings/singles?dateWeek=2025-07-21&rankRange=0-5000,2026-03-22T00:41:54Z
atp,2025-07-21,MM58,D. Medvedev,Daniil Medvedev,14,2630,https://www.atptour.com/en/rankings/singles?dateWeek=2025-07-21&rankRange=0-5000,2026-03-22T00:41:54Z
atp,2025-07-21,PL56,T. Paul,Tommy Paul,15,2620,https://www.atptour.com/en/rankings/singles?dateWeek=2025-07-21&rankRange=0-5000,2026-03-22T00:41:54Z
atp,2025-07-21,KE29,K. Khachanov,Karen Khachanov,16,2590,https://www.atptour.com/en/rankings/singles?dateWeek=2025-07-21&rankRange=0-5000,2026-03-22T00:41:54Z
atp,2025-07-21,M0NI,J. Mensik,Jakub Mensik,17,2446,https://www.atptour.com/en/rankings/singles?dateWeek=2025-07-21&rankRange=0-5000,2026-03-22T00:41:54Z
atp,2025-07-21,C0E9,F. Cobolli,Flavio Cobolli,18,2360,https://www.atptour.com/en/rankings/singles?dateWeek=2025-07-21&rankRange=0-5000,2026-03-22T00:41:54Z
atp,2025-07-21,C0AU,F. Cerundolo,Francisco Cerundolo,19,2285,https://www.atptour.com/en/rankings/singles?dateWeek=2025-07-21&rankRange=0-5000,2026-03-22T00:41:54Z
atp,2025-07-21,D875,G. Dimitrov,Grigor Dimitrov,20,2155,https://www.atptour.com/en/rankings/singles?dateWeek=2025-07-21&rankRange=0-5000,2026-03-22T00:41:54Z
atp,2025-07-21,F0F1,A. Fils,Arthur Fils,21,2130,https://www.atptour.com/en/rankings/singles?dateWeek=2025-07-21&rankRange=0-5000,2026-03-22T00:41:54Z
atp,2025-07-21,M0FH,T. Machac,Tomas Machac,22,2110,https://www.atptour.com/en/rankings/singles?dateWeek=2025-07-21&rankRange=0-5000,2026-03-22T00:41:54Z
