tour,snapshot_date,player_id,display_name,full_name,rank,rank_points,source_url,fetched_at_utc
atp,2025-04-21,S0AG,J. Sinner,Jannik Sinner,1,9930,https://www.atptour.com/en/rankings/singles?dateWeek=2025-04-21&rankRange=0-5000,2026-03-22T00:41:15Z
atp,2025-04-21,Z355,A. Zverev,Alexander Zverev,2,8085,https://www.atptour.com/en/rankings/singles?dateWeek=2025-04-21&rankRange=0-5000,2026-03-22T00:41:15Z
atp,2025-04-21,A0E2,C. Alcaraz,Carlos Alcaraz,3,8050,https://www.atptour.com/en/rankings/singles?dateWeek=2025-04-21&rankRange=0-5000,2026-03-22T00:41:15Z
atp,2025-04-21,FB98,T. Fritz,Taylor Fritz,4,5115,https://www.atptour.com/en/rankings/singles?dateWeek=2025-04-21&rankRange=0-5000,2026-03-22T00:41:15Z
atp,2025-04-21,D643,N. Djokovic,Novak Djokovic,5,4120,https://www.atptour.com/en/rankings/singles?dateWeek=2025-04-21&rankRange=0-5000,2026-03-22T00:41:15Z
atp,2025-04-21,D0CO,J. Draper,Jack Draper,6,3820,https://www.atptour.com/en/rankings/singles?dateWeek=2025-04-21&rankRange=0-5000,2026-03-22T00:41:15Z
atp,2025-04-21,DH58,A. de Minaur,Alex De Minaur,7,3585,https://www.atptour.com/en/rankings/singles?dateWeek=2025-04-21&rankRange=0-5000,2026-03-22T00:41:15Z
atp,2025-04-21,RE44,A. Rublev,Andrey Rublev,8,3530,https://www.atptour.com/en/rankings/singles?dateWeek=2025-04-21&rankRange=0-5000,2026-03-22T00:41:15Z
atp,2025-04-21,R0DG,H. Rune,Holger Rune,9,3480,https://www.atptour.com/en/rankings/singles?dateWeek=2025-04-21&rankRange=0-5000,2026-03-22T00:41:15Z
atp,2025-04-21,MM58,D. Medvedev,Daniil Medvedev,10,3290,https://www.atptour.com/en/rankings/singles?dateWeek=2025-04-21&rankRange=0-5000,2026-03-22T00:41:15Z
atp,2025-04-21,M0EJ,L. Musetti,Lorenzo Musetti,11,3200,https://www.atptour.com/en/rankings/singles?dateWeek=2025-04-21&rankRange=0-5000,2026-03-22T00:41:15Z
atp,2025-04-21,PL56,T. Paul,Tommy Paul,12,3160,https://www.atptour.com/en/rankings/singles?dateWeek=2025-04-21&rankRange=0-5000,2026-03-22T00:41:15Z
