tour,snapshot_date,player_id,display_name,full_name,rank,rank_points,source_url,fetched_at_utc
atp,2026-01-12,A0E2,C. Alcaraz,Carlos Alcaraz,1,12050,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,S0AG,J. Sinner,Jannik Sinner,2,11500,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,Z355,A. Zverev,Alexander Zverev,3,5105,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,D643,N. Djokovic,Novak Djokovic,4,4780,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,M0EJ,L. Musetti,Lorenzo Musetti,5,4105,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,DH58,A. de Minaur,Alex De Minaur,6,4080,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,AG37,F. Auger-Aliassime,Felix Auger Aliassime,7,3990,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,S0S1,B. Shelton,Ben Shelton,8,3960,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,FB98,T. Fritz,Taylor Fritz,9,3840,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,BK92,A. Bublik,Alexander Bublik,10,3065,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,D0CO,J. Draper,Jack Draper,11,2990,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,MM58,D. Medvedev,Daniil Medvedev,12,2910,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,RH16,C. Ruud,Casper Ruud,13,2795,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,RE44,A. Rublev,Andrey Rublev,14,2600,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,DH50,A. Davidovich Fokina,Alejandro Davidovich Fokina,15,2585,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,R0DG,H. Rune,Holger Rune,16,2580,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,KE29,K. Khachanov,Karen Khachanov,17,2320,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,M0NI,J. Mensik,Jakub Mensik,18,2125,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,L0BV,J. Lehecka,Jiri Lehecka,19,2090,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,C0AU,F. Cerundolo,Francisco Cerundolo,20,2035,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,PL56,T. Paul,Tommy Paul,21,2000,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,C0E9,F. Cobolli,Flavio Cobolli,22,1955,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,SU55,D. Shapovalov,Denis Shapovalov,23,1650,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,D0FJ,L. Darderi,Luciano Darderi,24,1579,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,GJ37,T. Griekspoor,Tallon Griekspoor,25,1565,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,RC91,A. Rinderknech,Arthur Rinderknech,26,1551,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,T0HA,L. Tien,Learner Tien,27,1540,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,N771,C. Norrie,Cameron Norrie,28,1538,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,N0AE,B. Nakashima,Brandon Nakashima,29,1535,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,F0FV,J. Fonseca,Joao Fonseca,30,1510,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,TD51,F. Tiafoe,Frances Tiafoe,31,1500,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,VA25,V. Vacherot,Valentin Vacherot,32,1469,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,TE51,S. Tsitsipas,Stefanos Tsitsipas,33,1455,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,MW02,C. Moutet,Corentin Moutet,34,1383,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,M0FH,T. Machac,Tomas Machac,35,1360,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,HH26,U. Humbert,Ugo Humbert,36,1355,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,M0QI,A. Michelsen,Alex Michelsen,37,1350,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,MU94,J. Munar,Jaume Munar,38,1295,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,B0BI,S. Baez,Sebastian Baez,39,1250,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,SU87,L. Sonego,Lorenzo Sonego,40,1240,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,D0F6,G. Diallo,Gabriel Diallo,41,1215,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,F0F1,A. Fils,Arthur Fils,42,1210,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,BU13,Z. Bergs,Zizou Bergs,43,1170,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,AE14,D. Altmaier,Daniel Altmaier,44,1123,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,D875,G. Dimitrov,Grigor Dimitrov,45,1105,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,BT72,N. Borges,Nuno Borges,46,1070,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,U182,C. Ugo Carabelli,Camilo Ugo Carabelli,47,1028,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,B0CD,J. Brooksby,Jenson Brooksby,48,1017,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,P09Z,A. Popyrin,Alexei Popyrin,49,1000,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,MP20,A. Muller,Alexandre Muller,50,980,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,K0AH,S. Korda,Sebastian Korda,51,975,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,M0CI,F. Marozsan,Fabian Marozsan,52,975,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,HB71,H. Hurkacz,Hubert Hurkacz,53,965,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,K0AZ,A. Kovacevic,Aleksandar Kovacevic,54,964,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,F724,M. Fucsovics,Marton Fucsovics,55,949,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,BK40,M. Berrettini,Matteo Berrettini,56,945,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,R0EB,V. Royer,Valentin Royer,57,924,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,MQ75,K. Majchrzak,Kamil Majchrzak,58,918,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,KI95,M. Kecmanovic,Miomir Kecmanovic,59,910,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,GC88,M. Giron,Marcos Giron,60,895,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,EA24,T. Etcheverry,Tomas Martin Etcheverry,61,895,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,O522,R. Opelka,Reilly Opelka,62,873,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
atp,2026-01-12,M0GZ,G. Mpetshi Perricard,Giovanni Mpetshi Perricard,63,865,https://www.atptour.com/en/rankings/singles?dateWeek=2026-01-12&rankRange=0-5000,2026-03-22T00:43:17Z
