tour,snapshot_date,player_id,display_name,full_name,rank,rank_points,source_url,fetched_at_utc
atp,2025-02-03,S0AG,J. Sinner,Jannik Sinner,1,11830,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,Z355,A. Zverev,Alexander Zverev,2,8135,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,A0E2,C. Alcaraz,Carlos Alcaraz,3,7010,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,FB98,T. Fritz,Taylor Fritz,4,5050,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,RH16,C. Ruud,Casper Ruud,5,4160,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,D643,N. Djokovic,Novak Djokovic,6,3900,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,MM58,D. Medvedev,Daniil Medvedev,7,3780,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,DH58,A. de Minaur,Alex De Minaur,8,3735,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,PL56,T. Paul,Tommy Paul,9,3495,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,RE44,A. Rublev,Andrey Rublev,10,3220,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,D875,G. Dimitrov,Grigor Dimitrov,11,3110,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,TE51,S. Tsitsipas,Stefanos Tsitsipas,12,3005,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,S0S1,B. Shelton,Ben Shelton,13,2980,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,R0DG,H. Rune,Holger Rune,14,2970,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,HH26,U. Humbert,Ugo Humbert,15,2865,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,D0CO,J. Draper,Jack Draper,16,2680,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,M0EJ,L. Musetti,Lorenzo Musetti,17,2650,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,TD51,F. Tiafoe,Frances Tiafoe,18,2560,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,F0F1,A. Fils,Arthur Fils,19,2330,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,KE29,K. Khachanov,Karen Khachanov,20,2310,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,HB71,H. Hurkacz,Hubert Hurkacz,21,2205,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,K0AH,S. Korda,Sebastian Korda,22,2015,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,AG37,F. Auger-Aliassime,Felix Auger Aliassime,23,2005,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,L0BV,J. Lehecka,Jiri Lehecka,24,1810,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,M0FH,T. Machac,Tomas Machac,25,1805,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,P09Z,A. Popyrin,Alexei Popyrin,26,1800,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,TE30,A. Tabilo,Alejandro Tabilo,27,1705,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,TC61,J. Thompson,Jordan Thompson,28,1695,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,C0AU,F. Cerundolo,Francisco Cerundolo,29,1670,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,M0GZ,G. Mpetshi Perricard,Giovanni Mpetshi Perricard,30,1645,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,B0BI,S. Baez,Sebastian Baez,31,1600,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,MC65,G. Monfils,Gael Monfils,32,1430,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,BK40,M. Berrettini,Matteo Berrettini,33,1430,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,SU87,L. Sonego,Lorenzo Sonego,34,1376,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,C0E9,F. Cobolli,Flavio Cobolli,35,1372,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,M0QI,A. Michelsen,Alex Michelsen,36,1370,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,BT72,N. Borges,Nuno Borges,37,1345,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,J551,N. Jarry,Nicolas Jarry,38,1340,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,A0FC,M. Arnaldi,Matteo Arnaldi,39,1265,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,EA24,T. Etcheverry,Tomas Martin Etcheverry,40,1265,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,GC88,M. Giron,Marcos Giron,41,1265,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,N0AE,B. Nakashima,Brandon Nakashima,42,1250,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,GJ37,T. Griekspoor,Tallon Griekspoor,43,1230,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,MO44,P. Martinez,Pedro Martinez,44,1205,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,SL28,J. Struff,Jan Lennard Struff,45,1200,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,D0FJ,L. Darderi,Luciano Darderi,46,1183,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,M0NI,J. Mensik,Jakub Mensik,47,1182,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,N0BS,M. Navone,Mariano Navone,48,1158,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
atp,2025-02-03,BK92,A. Bublik,Alexander Bublik,49,1130,https://www.atptour.com/en/rankings/singles?dateWeek=2025-02-03&rankRange=0-5000,2026-03-22T00:40:47Z
