tour,player_id,full_name,first_name,last_name,country_code,country_name,birth_date,birth_place,hand_code,hand_description,backhand_code,backhand_description,height_cm,weight_kg,pro_year,coach,active_status,active_status_description,current_singles_rank,current_singles_rank_source,current_doubles_rank,profile_url,source_api_url,source_page_url,source_kind,fetch_status,fetched_at_utc,observed_rows,latest_observed_event_date,error,source_notes
atp,100644,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/100644,,atp_official_hero_json,not_found,2026-03-21T20:11:28Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,102093,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/102093,,atp_official_hero_json,not_found,2026-03-21T20:16:23Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,103499,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/103499,,atp_official_hero_json,not_found,2026-03-21T22:39:50Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,103529,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/103529,,atp_official_hero_json,not_found,2026-03-21T20:11:17Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,103852,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/103852,,atp_official_hero_json,not_found,2026-03-21T20:14:06Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,103990,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/103990,,atp_official_hero_json,not_found,2026-03-21T20:18:26Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,104112,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/104112,,atp_official_hero_json,not_found,2026-03-21T20:11:50Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,104235,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/104235,,atp_official_hero_json,not_found,2026-03-21T20:16:33Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,104259,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/104259,,atp_official_hero_json,not_found,2026-03-21T20:17:25Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,104269,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/104269,,atp_official_hero_json,not_found,2026-03-21T20:14:07Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,104291,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/104291,,atp_official_hero_json,not_found,2026-03-21T20:16:16Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,104312,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/104312,,atp_official_hero_json,not_found,2026-03-21T20:11:34Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,104468,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/104468,,atp_official_hero_json,not_found,2026-03-21T20:14:29Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,104470,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/104470,,atp_official_hero_json,not_found,2026-03-21T20:15:38Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,104527,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/104527,,atp_official_hero_json,not_found,2026-03-21T20:18:02Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,104542,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/104542,,atp_official_hero_json,not_found,2026-03-21T20:15:18Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,104545,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/104545,,atp_official_hero_json,not_found,2026-03-21T20:15:21Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,104586,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/104586,,atp_official_hero_json,not_found,2026-03-21T20:16:01Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,104655,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/104655,,atp_official_hero_json,not_found,2026-03-21T20:17:18Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,104665,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/104665,,atp_official_hero_json,not_found,2026-03-21T20:17:17Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,104731,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/104731,,atp_official_hero_json,not_found,2026-03-21T20:15:36Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,104745,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/104745,,atp_official_hero_json,not_found,2026-03-21T20:17:34Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,104755,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/104755,,atp_official_hero_json,not_found,2026-03-21T20:17:38Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,104792,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/104792,,atp_official_hero_json,not_found,2026-03-21T20:14:24Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,104797,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/104797,,atp_official_hero_json,not_found,2026-03-21T20:13:37Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,104810,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/104810,,atp_official_hero_json,not_found,2026-03-21T20:19:50Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,104871,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/104871,,atp_official_hero_json,not_found,2026-03-21T20:15:14Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,104898,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/104898,,atp_official_hero_json,not_found,2026-03-21T20:17:42Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,104905,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/104905,,atp_official_hero_json,not_found,2026-03-21T20:16:56Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,104907,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/104907,,atp_official_hero_json,not_found,2026-03-21T20:15:23Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,104918,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/104918,,atp_official_hero_json,not_found,2026-03-21T20:11:38Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,104925,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/104925,,atp_official_hero_json,not_found,2026-03-21T20:17:02Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,104926,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/104926,,atp_official_hero_json,not_found,2026-03-21T20:14:01Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105011,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105011,,atp_official_hero_json,not_found,2026-03-21T20:14:52Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105023,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105023,,atp_official_hero_json,not_found,2026-03-21T20:17:51Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105051,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105051,,atp_official_hero_json,not_found,2026-03-21T20:16:31Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105062,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105062,,atp_official_hero_json,not_found,2026-03-21T20:16:40Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105064,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105064,,atp_official_hero_json,not_found,2026-03-21T20:18:22Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105077,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105077,,atp_official_hero_json,not_found,2026-03-21T20:11:19Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105138,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105138,,atp_official_hero_json,not_found,2026-03-21T20:17:41Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105155,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105155,,atp_official_hero_json,not_found,2026-03-21T20:17:21Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105156,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105156,,atp_official_hero_json,not_found,2026-03-21T20:14:05Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105173,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105173,,atp_official_hero_json,not_found,2026-03-21T20:11:16Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105180,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105180,,atp_official_hero_json,not_found,2026-03-21T20:13:31Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105208,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105208,,atp_official_hero_json,not_found,2026-03-21T20:13:53Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105223,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105223,,atp_official_hero_json,not_found,2026-03-21T20:15:27Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105226,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105226,,atp_official_hero_json,not_found,2026-03-21T20:11:43Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105227,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105227,,atp_official_hero_json,not_found,2026-03-21T20:16:21Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105269,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105269,,atp_official_hero_json,not_found,2026-03-21T20:16:18Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105271,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105271,,atp_official_hero_json,not_found,2026-03-21T20:14:32Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105292,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105292,,atp_official_hero_json,not_found,2026-03-21T20:11:20Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105311,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105311,,atp_official_hero_json,not_found,2026-03-21T20:15:19Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105332,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105332,,atp_official_hero_json,not_found,2026-03-21T20:11:54Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105341,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105341,,atp_official_hero_json,not_found,2026-03-21T20:18:22Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105357,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105357,,atp_official_hero_json,not_found,2026-03-21T20:15:22Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105359,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105359,,atp_official_hero_json,not_found,2026-03-21T20:15:12Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105376,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105376,,atp_official_hero_json,not_found,2026-03-21T20:17:22Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105379,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105379,,atp_official_hero_json,not_found,2026-03-21T20:11:31Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105413,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105413,,atp_official_hero_json,not_found,2026-03-21T20:11:35Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105430,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105430,,atp_official_hero_json,not_found,2026-03-21T20:17:33Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105432,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105432,,atp_official_hero_json,not_found,2026-03-21T20:17:26Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105449,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105449,,atp_official_hero_json,not_found,2026-03-21T20:18:05Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105453,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105453,,atp_official_hero_json,not_found,2026-03-21T20:15:35Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105464,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105464,,atp_official_hero_json,not_found,2026-03-21T20:12:15Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105477,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105477,,atp_official_hero_json,not_found,2026-03-21T20:16:19Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105487,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105487,,atp_official_hero_json,not_found,2026-03-21T20:14:01Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105502,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105502,,atp_official_hero_json,not_found,2026-03-21T20:16:46Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105526,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105526,,atp_official_hero_json,not_found,2026-03-21T20:15:11Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105550,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105550,,atp_official_hero_json,not_found,2026-03-21T20:14:35Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105554,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105554,,atp_official_hero_json,not_found,2026-03-21T20:13:31Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105561,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105561,,atp_official_hero_json,not_found,2026-03-21T20:11:23Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105575,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105575,,atp_official_hero_json,not_found,2026-03-21T20:17:37Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105577,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105577,,atp_official_hero_json,not_found,2026-03-21T20:18:32Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105583,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105583,,atp_official_hero_json,not_found,2026-03-21T20:13:44Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105613,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105613,,atp_official_hero_json,not_found,2026-03-21T20:17:02Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105614,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105614,,atp_official_hero_json,not_found,2026-03-21T20:11:58Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105621,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105621,,atp_official_hero_json,not_found,2026-03-21T20:16:42Z,,,Official ATP player profile endpoint returned an empty payload.,
atp,105633,,,,,,,,,,,,,,,,,,,,,,https://www.atptour.com/en/-/www/players/hero/105633,,atp_official_hero_json,not_found,2026-03-21T20:16:44Z,,,Official ATP player profile endpoint returned an empty payload.,
