Date,Winner,Loser,odds_w,odds_l,tournament,tour,event_type,source,source_url,source_note,round
2026-02-16,Angelina Voloshchuk,Elina Avanesyan,3.20,1.29,Oeiras 125 Indoor #2,wta,manual_search_snippet,search_snippet_pokerstars,https://www.pokerstars.es/en/sports/tennis/2/wta-oeiras-2026/12784198/el-avanesyan-v-an-voloshchuk/35270760/,"Search snippet showed Match Odds Elina Avanesyan 1.29 | Angelina Voloshchuk 3.20"
2025-07-28,Xinyu Gao,Tamara Korpatsch,1.67,2.05,Warsaw 125,wta,manual_search_snippet,search_snippet_pokerstars,https://www.pokerstars.es/en/sports/tennis/2/wta-warsaw-2025/12749457/gao-v-tama-korpatsch/34559864/,"Search snippet showed Match Betting Xinyu Gao 1.67 | Tamara Korpatsch 2.05",R32
2026-02-16,Iryna Shymanovich,Nuria Parrizas Diaz,1.67,2.05,Oeiras 125 Indoor #2,wta,manual_search_snippet,search_snippet_pokerstars,https://www.pokerstars.es/en/sports/tennis/2/wta-oeiras-2026/12784198/iryn-shymanovich-v-parrizas-diaz/35270776/,"Search snippet showed Match Odds Iryna Shymanovich 1.67 | Nuria Parrizas Diaz 2.05"
2026-02-16,Daria Snigur,Viktoria Hruncakova,1.15,4.50,Oeiras 125 Indoor #2,wta,manual_search_snippet,search_snippet_pokerstars,https://www.pokerstars.es/en/sports/tennis/2/wta-oeiras-2026/12784198/snigur-v-hruncakova/35270770/,"Search snippet showed Match Odds Daria Snigur 1.15 | Viktoria Hruncakova 4.50"
2026-02-16,Anouk Koevermans,Yue Yuan,3.90,1.20,Oeiras 125 Indoor #2,wta,manual_search_snippet,search_snippet_pokerstars,https://www.pokerstars.es/en/sports/tennis/2/wta-oeiras-2026/12784198/y-yuan-v-ano-koevermans/35270786/,"Search snippet showed Match Odds Yue Yuan 1.20 | Anouk Koevermans 3.90"
2026-02-16,Kaitlin Quevedo,Emily Appleton,1.22,3.70,Oeiras 125 Indoor #2,wta,manual_search_snippet,search_snippet_pokerstars,https://www.pokerstars.es/en/sports/tennis/2/wta-oeiras-2026/12784198/appleton-v-ka-quevedo/35270791/,"Search snippet showed Match Odds Emily Appleton 3.70 | Kaitlin Quevedo 1.22"
2026-02-16,Suzan Lamens,Carole Monnet,1.25,3.50,Oeiras 125 Indoor #2,wta,manual_search_snippet,search_snippet_pokerstars,https://www.pokerstars.es/en/sports/tennis/2/wta-oeiras-2026/12784198/car-monnet-v-lamens/35270781/,"Search snippet showed Match Odds Carole Monnet 3.50 | Suzan Lamens 1.25"
2026-02-16,Sinja Kraus,Caroline Werner,1.22,3.70,Oeiras 125 Indoor #2,wta,manual_search_snippet,search_snippet_pokerstars,https://www.pokerstars.es/en/sports/tennis/2/wta-oeiras-2026/12784198/caro-werner-v-s-kraus/35270755/,"Search snippet showed Match Odds Caroline Werner 3.70 | Sinja Kraus 1.22"
2026-02-16,Teodora Kostovic,Sara Sorribes Tormo,1.83,1.83,Oeiras 125 Indoor #2,wta,manual_search_snippet,search_snippet_pokerstars,https://www.pokerstars.es/en/sports/tennis/2/wta-oeiras-2026/12784198/outrights/,"Tournament page search snippet showed Match Odds Sara Sorribes Tormo 1.83 | Teodora Kostovic 1.83"
2026-02-16,Fiona Crawley,Madalena Matias,1.0033333333,34.0,Oeiras 125 Indoor #2,wta,manual_search_snippet,search_snippet_betfair,https://www.betfair.com/betting/tennis/wta-oeiras-2026/crawley-v-mad-matias/e-35270813,"Search snippet showed Match Odds Fiona Crawley 1/300 | Madalena Matias 33/1"
2026-02-17,Viktoriya Tomova,Dalila Jakupovic,1.15,5.00,Oeiras 125 Indoor #2,wta,manual_search_snippet,search_snippet_pokerstars,https://www.pokerstars.es/en/sports/tennis/2/wta-oeiras-2026/12784198/v-tomova-v-jakupovic/35274399/,"Search snippet showed Match Betting Viktoriya Tomova 1.15 | Dalila Jakupovic 5.00"
2026-02-17,Matilde Jorge,Yasmine Mansouri,1.53,2.30,Oeiras 125 Indoor #2,wta,manual_search_snippet,search_snippet_pokerstars,https://www.pokerstars.es/en/sports/tennis/2/wta-oeiras-2026/12784198/mansouri-v-m-jorge/35274404/,"Search snippet showed Match Betting Yasmine Mansouri 2.30 | Matilde Jorge 1.53"
2026-02-17,En-Shuo Liang,Anastasia Tikhonova,1.57,2.20,Oeiras 125 Indoor #2,wta,manual_search_snippet,search_snippet_pokerstars,https://www.pokerstars.es/en/sports/tennis/2/wta-oeiras-2026/12784198/tikhonova-v-en-liang/35274394/,"Search snippet showed Match Betting Anastasia Tikhonova 2.20 | En-Shuo Liang 1.57"
2026-02-17,Barbora Palicova,Naiktha Bains,1.53,2.30,Oeiras 125 Indoor #2,wta,manual_search_snippet,search_snippet_pokerstars,https://www.pokerstars.es/en/sports/tennis/2/wta-oeiras-2026/12784198/bains-v-bar-palicova/35274418/,"Search snippet showed Match Betting Naiktha Bains 2.30 | Barbora Palicova 1.53"
2026-02-18,Kaitlin Quevedo,Ayana Akli,1.20,3.90,Oeiras 125 Indoor #2,wta,manual_search_snippet,search_snippet_pokerstars,https://www.pokerstars.es/en/sports/tennis/2/wta-oeiras-2026/12784198/ay-akli-v-ka-quevedo/35274642/,"Search snippet showed Match Betting Ayana Akli 3.90 | Kaitlin Quevedo 1.20"
2026-02-18,Viktoriya Tomova,En-Shuo Liang,1.57,2.20,Oeiras 125 Indoor #2,wta,manual_search_snippet,search_snippet_pokerstars,https://www.pokerstars.es/en/sports/tennis/2/wta-oeiras-2026/12784198/v-tomova-v-en-liang/35278454/,"Search snippet showed Match Betting Viktoriya Tomova 1.57 | En-Shuo Liang 2.20"
2026-02-18,Viktorija Golubic,Fiona Crawley,1.30,3.10,Oeiras 125 Indoor #2,wta,manual_search_snippet,search_snippet_pokerstars,https://www.pokerstars.es/en/sports/tennis/2/wta-oeiras-2026/12784198/golubic-v-crawley/35274577/,"Search snippet showed Match Betting Viktorija Golubic 1.30 | Fiona Crawley 3.10"
2026-02-18,Suzan Lamens,Angelina Voloshchuk,1.17,4.33,Oeiras 125 Indoor #2,wta,manual_search_snippet,search_snippet_pokerstars,https://www.pokerstars.es/en/sports/tennis/2/wta-oeiras-2026/12784198/an-voloshchuk-v-lamens/35278400/,"Search snippet showed Match Betting Angelina Voloshchuk 4.33 | Suzan Lamens 1.17"
2026-02-19,Daria Snigur,Naiktha Bains,1.10,5.50,Oeiras 125 Indoor #2,wta,manual_search_snippet,search_snippet_pokerstars,https://www.pokerstars.es/en/sports/tennis/2/wta-oeiras-2026/12784198/snigur-v-bains/35279573/,"Search snippet showed Match Betting Daria Snigur 1.10 | Naiktha Bains 5.50"
2026-02-19,Teodora Kostovic,Anouk Koevermans,2.00,1.70,Oeiras 125 Indoor #2,wta,manual_search_snippet,search_snippet_pokerstars,https://www.pokerstars.es/en/sports/tennis/2/wta-oeiras-2026/12784198/ano-koevermans-v-te-kostovic/35279335/,"Search snippet showed Match Betting Anouk Koevermans 1.70 | Teodora Kostovic 2.00"
2026-02-19,Sinja Kraus,Iryna Shymanovich,1.80,1.87,Oeiras 125 Indoor #2,wta,manual_search_snippet,search_snippet_pokerstars,https://www.pokerstars.es/en/sports/tennis/2/wta-oeiras-2026/12784198/iryn-shymanovich-v-s-kraus/35279780/,"Search snippet showed Match Betting Iryna Shymanovich 1.87 | Sinja Kraus 1.80"
2026-02-20,Daria Snigur,Sinja Kraus,1.44,2.50,Oeiras 125 Indoor #2,wta,manual_search_snippet,search_snippet_pokerstars,https://www.pokerstars.es/en/sports/tennis/2/wta-oeiras-2026/12784198/snigur-v-s-kraus/35285261/,"Search snippet showed Match Betting Daria Snigur 1.44 | Sinja Kraus 2.50"
2026-02-20,Viktorija Golubic,Kaitlin Quevedo,1.53,2.30,Oeiras 125 Indoor #2,wta,manual_search_snippet,search_snippet_pokerstars,https://www.pokerstars.es/en/sports/tennis/2/wta-oeiras-2026/12784198/golubic-v-ka-quevedo/35282787/,"Search snippet showed Match Betting Viktorija Golubic 1.53 | Kaitlin Quevedo 2.30"
2026-02-20,Teodora Kostovic,Francisca Jorge,1.87,1.80,Oeiras 125 Indoor #2,wta,manual_search_snippet,search_snippet_pokerstars,https://www.pokerstars.es/en/sports/tennis/2/wta-oeiras-2026/12784198/te-kostovic-v-f-jorge/35285623/,"Search snippet showed Match Betting Teodora Kostovic 1.87 | Francisca Jorge 1.80"
2026-02-20,Suzan Lamens,Viktoriya Tomova,1.70,2.00,Oeiras 125 Indoor #2,wta,manual_search_snippet,search_snippet_pokerstars,https://www.pokerstars.es/en/sports/tennis/2/wta-oeiras-2026/12784198/v-tomova-v-lamens/35281789/,"Search snippet showed Match Betting Viktoriya Tomova 2.00 | Suzan Lamens 1.70"
2026-02-21,Daria Snigur,Suzan Lamens,1.30,3.10,Oeiras 125 Indoor #2,wta,manual_search_snippet,search_snippet_pokerstars,https://www.pokerstars.es/en/sports/tennis/2/wta-oeiras-2026/12784198/lamens-v-snigur/35288514/,"Search snippet showed Match Betting Suzan Lamens 3.10 | Daria Snigur 1.30"
2026-02-21,Viktorija Golubic,Teodora Kostovic,1.40,2.70,Oeiras 125 Indoor #2,wta,manual_search_snippet,search_snippet_pokerstars,https://www.pokerstars.es/en/sports/tennis/2/wta-oeiras-2026/12784198/golubic-v-te-kostovic/35289478/,"Search snippet showed Match Betting Viktorija Golubic 1.40 | Teodora Kostovic 2.70"
2026-02-22,Daria Snigur,Viktorija Golubic,1.53,2.30,Oeiras 125 Indoor #2,wta,manual_search_snippet,search_snippet_pokerstars,https://www.pokerstars.es/en/sports/tennis/2/wta-oeiras-2026/12784198/golubic-v-snigur/35292875/,"Search snippet showed Match Betting Viktorija Golubic 2.30 | Daria Snigur 1.53"
2025-07-07,Lucrezia Stefanini,Lea Ma,1.3003003003,3.68,Newport 125,wta,manual_search_snippet,search_snippet_matchstat,https://matchstat.com/es/tennis/pronostico/Lucrezia%20Stefanini/Lea%20Ma/,"Search result snippet showed To Win Lea Ma +268 | Lucrezia Stefanini -333"
2025-07-07,Yuriko Miyazaki,Christina McHale,1.2906976744,3.70,Newport 125,wta,manual_search_snippet,search_snippet_matchstat,https://matchstat.com/tennis/h2h-odds-bets/Yuriko%20Miyazaki/Christina%20Mchale/,"Search result snippet showed To Win Christina Mchale +270 | Yuriko Miyazaki -344"
2025-07-08,Sayaka Ishii,Hanna Chang,1.5813953488,2.34,Newport 125,wta,manual_search_snippet,search_snippet_matchstat,https://matchstat.com/es/tennis/pronostico/Sayaka%20Ishii/Hanna%20Chang/,"Search result snippet showed To Win Hanna Chang +134 | Sayaka Ishii -172"
2025-07-09,Tatjana Maria,Yuriko Miyazaki,1.2604166667,4.01,Newport 125,wta,manual_search_snippet,search_snippet_matchstat,https://matchstat.com/tennis/h2h-odds-bets/Tatjana%20Maria/Yuriko%20Miyazaki/,"Search result snippet showed To Win Yuriko Miyazaki +301 | Tatjana Maria -384"
2025-07-11,Alana Smith,Arianne Hartono,3.27,1.31,Newport 125,wta,manual_search_snippet,search_snippet_nbbet,https://nb-bet.com/tennis/events/641206-alana-smith-arianne-hartono-prognoz-na-match,"Search result snippet showed P1 3.27 | P2 1.31 for Alana Smith vs Arianne Hartono"
2026-02-02,Mai Hontama,Alevtina Ibragimova,1.62,2.18,Mumbai 125,wta,manual_search_snippet,search_snippet_matchstat,https://matchstat.com/tennis/h2h-odds-bets/Mai%20Hontama/Alevtina%20Ibragimova/,"Search result snippet showed To Win M. Hontama 1.62 | A. Ibragimova 2.18"
2026-02-02,Mananchaya Sawangkaew,Viktoria Morvayova,1.24,4.10,Mumbai 125,wta,manual_search_snippet,search_snippet_matchstat,https://matchstat.com/tennis/h2h-odds-bets/Mananchaya%20Sawangkaew/Viktoria%20Morvayova/,"Search result snippet showed To Win M. Sawangkaew 1.24 | V. Morvayova 4.10"
2026-02-02,Mei Yamaguchi,Polina Iatcenko,2.87,1.40,Mumbai 125,wta,manual_search_snippet,search_snippet_matchstat,https://matchstat.com/tennis/h2h-odds-bets/Polina%20Iatcenko/Mei%20Yamaguchi/,"Search result snippet showed To Win P. Iatcenko 1.40 | M. Yamaguchi 2.87"
2025-12-17,Nishesh Basavareddy,Dino Prizmic,2.20,1.65,Next Gen ATP Finals,atp,manual_search_snippet,manual_open_dexwin,https://sportsbook.dexwin.bet/sportsbook/tennis/international-tournaments/next-gen-atp-finals/dino-prizmic-nishesh-basavareddy-1006000000000028656059,"Open page stated Dino Prizmic is favored at 1.65, while Basavareddy is 2.20"
2024-07-24,Laura Samson,Oksana Selekhmeteva,2.78,1.40,Prague,wta,manual_search_snippet,search_snippet_welcome_bet,https://welcome.bet/oksana-selekhmeteva-vs-laura-samsonova-jul-24-2024/,"Search result snippet showed Oksana Selekhmeteva 1.40 | Laura Samsonova 2.78"
2025-06-05,Robin Montgomery,Zeynep Sonmez,1.13,6.00,Birmingham 125,wta,manual_search_snippet,search_snippet_smarkets,https://smarkets.com/event/44462807/sport/tennis/wta-125k/wta-125k-birmingham-great-britain-women-singles/round-of-16/2025/06/05/14-40/robin-montgomery-vs-zeynep-sonmez?lang=en-US,"Search result snippet showed Match Winner Robin Montgomery 1.13 | Zeynep Sonmez 6.00"
2025-09-08,Irene Burillo,Celine Naef,1.80,1.87,San Sebastian 125,wta,manual_search_snippet,search_snippet_pokerstars,https://www.pokerstars.com/sports/tennis/2/wta-san-sebastian-2025/12757871/ce-naef-v-iren-burillo/34705738/,"Search result snippet showed Match Odds Celine Naef 1.87 | Irene Burillo 1.80"
2025-09-11,Tamara Korpatsch,Mayar Sherif,2.50,1.50,San Sebastian 125,wta,manual_search_snippet,search_snippet_betfair,https://www.betfair.es/sport/tennis/wta-san-sebastian-2025/m-sherif-tama-korpatsch/34717824,"Search result snippet showed Mayar Sherif 1.5 | Tamara Korpatsch 2.5"
2025-10-28,Gabriela Lee,Carla Markus,1.27,3.75,Cali 125,wta,manual_search_snippet,search_snippet_smarkets,https://smarkets.com/event/44690542/sport/tennis/wta-125k/wta-125k-cali-colombia-women-singles/round-of-32/2025/10/28/15-00/carla-markus-vs-gabriela-lee,"Search result snippet showed Match Winner Carla Markus 3.75 | Gabriela Lee 1.27"
2025-10-31,Sinja Kraus,Jazmin Ortenzi,1.20,3.90,Cali 125,wta,manual_search_snippet,search_snippet_pokerstars,https://www.pokerstars.es/en/sports/tennis/2/wta-cali-2025/12769791/s-kraus-v-ortenzi/34907613/,"Search result snippet showed Match Betting Sinja Kraus 1.20 | Jazmin Ortenzi 3.90"
2026-01-05,Simona Waltert,Dominika Salkova,1.70,2.14,Canberra 125,wta,manual_search_snippet,search_snippet_smarkets,https://smarkets.com/event/44795222/sport/tennis/wta-125k/wta-125k-canberra-australia-women-singles/round-of-32/2026/01/05/00-40/simona-waltert-vs-dominika-salkova,"Search result and open page showed Match Winner Simona Waltert 1.70 | Dominika Salkova 2.14"
